",""couche"",""min.14C"",""max.14C"",""site"",""level"",""pays"",""lat"",""long"",""alt"",""nb_mamm"",""First_predite"",""proba_value"",""Second_predite"",""proba_value.1"",""MAT.moy"",""MAT.min"",""MAT.max"",""Tp.moy"",""Tp.min"",""Tp.max"",""Tmax.moy"",""Tmax.min"",""Tmax.max"",""Tmin.moy"",""Tmin.min"",""Tmin.max"",""Mta.moy"",""Mta.min"",""Mta.max"",""It.moy"",""It.min"",""It.max"",""Itc.moy"",""Itc.min"",""Itc.max"",""P.moy"",""P.min"",""P.max"",""D.moy"",""D.min"",""D.max"",""MAT_se.fit"",""Tp_se.fit"",""Tmax_se.fit"",""Tmin_se.fit"",""Mta_se.fit"",""It_se.fit"",""Itc_se.fit"",""P_se.fit"",""D_se.fit"",""MAT_df"",""Tp_df"",""Tmax_df"",""Tmin_df"",""Mta_df"",""It_df"",""Itc_df"",""P_df"",""D_df"",""MAT_residual.scale"",""Tp_residual.scale"",""Tmax_residual.scale"",""Tmin_residual.scale"",""Mta_residual.scale"",""It_residual.scale"",""Itc_residual.scale"",""P_residual.scale"",""D_residual.scale"""
"17,""Merlin's cave - west wall section_H I/f"",-12089.5,-11408,""Merlin's cave - west wall section"",""H I/f"",""UK"",52.08,-2.65,90,4,9,0.999999855136256,8,1.44863743265393e-07,-8.45304010126983,-15.0833813126204,-1.82269888991929,333.510605608055,-85.5375842044251,752.558795420535,9.10310349149495,3.97601542363859,14.2301915593513,-24.447458428268,-39.1642318592605,-9.73068499727541,33.5505619197675,17.065318785824,50.0358050537109,-580.724708277499,-932.777723834368,-228.67169272063,-345.958585460412,-522.221201830156,-169.695969090668,279.111958893656,-368.891927245311,927.115845032623,0.25608259262674,-2.86615328392522,3.3783184691787,1.22772365829464,77.5941026560728,0.949370042719903,2.725068037835,3.05253113876459,65.1887742116817,32.6381067417144,119.989254899542,0.578136589087901,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"18,""Miron_305-306"",-13579.5,-11810.5,""Miron"",""305-306"",""spain"",43.25,-3.45,260,7,6,0.880955727433917,4,0.119044269781544,9.1280741208154,1.88457291150594,16.3715753301249,1327.2605433201,869.459659035394,1785.06142760481,22.416734953496,16.8155045739528,28.0179653330391,-3.07451838971946,-19.1522680479175,13.0032312684786,25.4912533432174,7.48148962667454,43.5010170597603,45.9067043335381,-338.703433009271,430.516841676347,145.025112155669,-47.5378999325475,337.588124243885,485.978633864939,-221.951287577029,1193.90855530691,1.65627443995965,-1.75469923796165,5.06724811788094,1.89290281207938,119.634491138239,1.46373755317595,4.20150651742801,4.70638871987972,100.507971144502,50.3213924525607,184.999284231552,0.891370275270719,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"19,""Mureybet I_NA"",-12645.5,-11619.5,""Mureybet I"",NA,""Syrie"",35.92,37.67,322,3,3,0.866536990897452,4,0.133435741540509,18.9375684435223,10.7641307825256,27.1110061045189,2468.82453769958,1952.25017942638,2985.39889597279,29.7343304145219,23.4140018870361,36.0546589420077,7.09106624891581,-11.0507799057451,25.2329124035767,22.6432641656077,2.32136778250823,42.9651605487071,321.064189382465,-112.92303454712,755.05141331205,421.601592352576,204.316921633674,638.886263071479,-15.7550983572655,-814.570604016826,783.060407302295,8.31611992117635,4.46723801804929,12.1650018243034,2.66109282770589,168.185331165783,2.05776095821921,5.9065889636485,6.61636571457671,141.296763591415,70.7431441705035,260.076885753321,1.25311190369433,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"21,""Peña de Estebanvela_lvl 1"",-13279.5,-12434.5,""Peña de Estebanvela"",""lvl 1"",""spain"",41.419,-3.374,1065,6,6,0.957311802365689,4,0.042688129872094,7.62743325664525,0.467897810250332,14.7869687030402,1248.54228229479,796.048168783105,1701.03639580648,21.7301051598146,16.193803544482,27.2664067751471,-5.43129723454075,-21.3226756232394,10.4600811541579,27.1614023943584,9.36040561340008,44.9623991753168,-19.2150606412142,-399.36684522429,360.936723941862,111.826008116155,-78.5048375442672,302.156853776576,455.970835477227,-243.752850578529,1155.69452153298,1.56992772848528,-1.80150636783424,4.94136182480479,1.81327966242076,114.602180482116,1.4021668304142,4.02477415690004,4.50841897151057,96.280199292057,48.2046711202706,177.217465956939,0.853875635621915,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"22,""Pishma 1_Layer 5"",-12074.5,-10894.5,""Pishma 1"",""Layer 5"",""Russia"",64.62,48.96,161,9,8,0.999999910956136,9,8.78161455794714e-08,-8.72216156800687,-15.7580859052206,-1.68623723079317,404.372558413132,-40.3091349090151,849.054251735278,14.0305326540974,8.58981662368963,19.4712486845053,-30.6592226252915,-46.2762325268511,-15.0422127237318,44.6897552793912,27.1960970084661,62.1834135503163,-714.210750147788,-1087.79912232773,-340.622377967844,-246.326019563303,-433.37075719065,-59.2812819359562,160.985186185106,-526.65760138201,848.627973752221,-0.0713177543094616,-3.38454322643853,3.2419077178196,1.69109803481724,106.880105819058,1.30768663022106,3.75357856174836,4.20463463020143,89.7926884577988,44.9565647759332,165.276275152712,0.796340156074323,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"23,""Pont D'Ambon_2"",-12804,-10606,""Pont D'Ambon"",""2"",""France"",45.54,0.24,80,10,6,0.998874061327224,4,0.00110186775300001,4.07546706026886,-2.89987660829723,11.050810728835,1044.9892963695,604.13639838762,1485.84219435138,20.1449640625835,14.7510936489344,25.5388344762327,-11.258637947116,-26.741182374522,4.22390648029002,31.4036020097028,14.0605675181638,48.7466365012418,-176.996878746399,-547.368582824054,193.374825331257,27.8069426658926,-157.627303613139,213.241188944924,373.775310831217,-307.946739407728,1055.49736107016,1.3094995001405,-1.97519846019878,4.59419746047979,1.62870896461834,102.937016602748,1.25944261876146,3.61509914094335,4.04951456045769,86.4799991706006,43.2979984374003,159.178797111572,0.766961065757487,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"24,""Pont D'Ambon_3A"",-12680,-10714,""Pont D'Ambon"",""3A"",""France"",45.54,0.24,80,9,6,0.999534215248122,4,0.000329919584853184,4.33173151585527,-2.78809801842544,11.451561050136,1066.23292584697,616.248289610425,1516.21756208352,19.9173362109316,14.4117382504692,25.4229341713941,-10.3037095224462,-26.1069562609282,5.49953721603585,30.2210457333813,12.5187711138008,47.9233203529617,-150.935751004719,-528.979260063255,227.107758053816,32.4891300771037,-156.786163880697,221.764424034905,406.253438303676,-289.589665360837,1102.09654196819,0.859896752484914,-2.49283978071342,4.21263328568325,1.77472104995108,112.16521438308,1.37235035557458,3.93918906475453,4.41254938030734,94.2328422461785,47.1796195126917,173.449012731379,0.835718337322277,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"25,""Pymvashor_4"",-13454.5,-10779,""Pymvashor"",""4"",""Russia"",67.167,60.85,102,10,8,0.999998814069944,9,1.18575270495965e-06,-9.49998845822506,-16.5239958331158,-2.47598108333432,364.059734134949,-79.8687880712147,807.988256341113,13.4511110997823,8.01961017812738,18.8826120214373,-31.576428464195,-47.166987353823,-15.9858695745671,45.0275395639806,27.5635108422822,62.4915682856789,-741.948273818838,-1114.90388783622,-368.992659801459,-266.719887266299,-453.447821445487,-79.9919530871113,152.837703610654,-533.64040213239,839.315809353698,-0.0885784911465635,-3.39619225097935,3.21903526868622,1.67896636941735,106.113365124547,1.29830549659124,3.72665099266261,4.17447125740329,89.1485301480506,44.6340536085371,164.090609728585,0.790627339833582,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"26,""Santimamiñe_Arcp"",-11990.5,-11315.5,""Santimamiñe"",""Arcp"",""spain"",43.346,-2.636,137,3,6,0.997726043840215,8,0.00227091653939468,2.7956297053239,-4.4762626572814,10.0675220679292,970.968194516197,511.372943845795,1430.5634451866,19.5057533101636,13.8825687145921,25.1289379057351,-13.2688994244494,-29.4096663780145,2.87186752911569,32.7746527346162,14.6942991268421,50.8550063423903,-222.517599142615,-608.635229209302,163.600030924073,-0.678150046992869,-193.995919515284,192.639619421298,370.775170304631,-339.92950692761,1081.47984753687,0.11833139517482,-3.30601171194648,3.54267450229612,1.91928117532354,121.301645967128,1.48413532564763,4.26005620332958,4.77197414266476,101.90859021214,51.0226413284117,187.57732378447,0.903791879146046,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"27,""schuger 4_layer 1"",-11980,-11359.5,""schuger 4"",""layer 1"",""Russia"",64.31,58.3,176,10,8,0.999998814069944,9,1.18575270495965e-06,-9.49998845822506,-16.5239958331158,-2.47598108333432,364.059734134949,-79.8687880712147,807.988256341113,13.4511110997823,8.01961017812738,18.8826120214373,-31.576428464195,-47.166987353823,-15.9858695745671,45.0275395639806,27.5635108422822,62.4915682856789,-741.948273818838,-1114.90388783622,-368.992659801459,-266.719887266299,-453.447821445487,-79.9919530871113,152.837703610654,-533.64040213239,839.315809353698,-0.0885784911465635,-3.39619225097935,3.21903526868622,1.67896636941735,106.113365124547,1.29830549659124,3.72665099266261,4.17447125740329,89.1485301480506,44.6340536085371,164.090609728585,0.790627339833582,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"28,""Sed’yu-1 _1, 20-45"",-13041.5,-11409.5,""Sed’yu-1 "",""1, 20-45"",""Russia"",63.41,53.99,10,12,8,0.99999996824334,6,3.05176157639218e-08,-7.05687608532389,-14.1071318903325,-0.00662028031533435,494.355393955746,48.7679289024987,939.942859008993,14.8924664922006,9.44066827232715,20.344264712074,-28.1473821190193,-43.7962022936475,-12.4985619443911,43.0398486112226,25.5105575238959,60.5691396985494,-643.664065888224,-1018.01339987899,-269.314731897462,-206.888780113408,-394.314508994359,-19.4630512324562,194.015356512013,-495.028090015044,883.058803039069,-0.0418737102274918,-3.36184788826571,3.27810046781073,1.70560033113889,107.796674186808,1.31890091739831,3.78576800756896,4.24069218338642,90.5627207969787,45.3420973769775,166.693629716348,0.803169305348018,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"29,""Seuil des chèvres_8i"",-12516,-11265.5,""Seuil des chèvres"",""8i"",""France"",45.75,5.95,250,9,6,0.999836198909817,8,0.000133552457810732,3.42596084991612,-3.68073771741783,10.5326594172501,997.966864955179,548.812126872305,1447.12160303805,19.7091426428304,14.2136985525544,25.2045867331064,-12.2368809155408,-28.0109820249632,3.5372201938815,31.9460235583738,14.2763969090562,49.6156502076913,-198.249283190955,-575.595573755988,179.097007374079,8.45672658709236,-180.469490525985,197.38294370017,371.148367575566,-323.411405813924,1065.70814096506,0.655470920933666,-2.69108222368962,4.00202406555695,1.76183186902482,111.350597493369,1.36238345287305,3.9105801064285,4.38050257086063,93.5484619302183,46.8369703668172,172.189312956794,0.829648806083304,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"31,""Sokoliny_layer 2"",-12517,-12048.5,""Sokoliny"",""layer 2"",""Russia"",65.5,60.5,290,10,8,0.999998814069944,9,1.18575270495965e-06,-9.49998845822506,-16.5239958331158,-2.47598108333432,364.059734134949,-79.8687880712147,807.988256341113,13.4511110997823,8.01961017812738,18.8826120214373,-31.576428464195,-47.166987353823,-15.9858695745671,45.0275395639806,27.5635108422822,62.4915682856789,-741.948273818838,-1114.90388783622,-368.992659801459,-266.719887266299,-453.447821445487,-79.9919530871113,152.837703610654,-533.64040213239,839.315809353698,-0.0885784911465635,-3.39619225097935,3.21903526868622,1.67896636941735,106.113365124547,1.29830549659124,3.72665099266261,4.17447125740329,89.1485301480506,44.6340536085371,164.090609728585,0.790627339833582,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"32,""Stellmoor_Ahrensburgian culture"",-12689.5,-10791.5,""Stellmoor"",""Ahrensburgian culture"",""Germany"",53.6453,10.2092,45,2,8,0.995600735988521,9,0.00439922620868387,-5.44591123756072,-12.5591012092193,1.6672787340979,654.097683281325,204.532678042526,1103.66268852012,14.8006708448117,9.30020710311877,20.3011345865047,-24.0639352337698,-39.8524447308829,-8.27542573665675,38.864606078585,21.178839629646,56.5503725275239,-566.807491194719,-944.498457605964,-189.116524783473,-190.196217927194,-379.295004124381,-1.09743173000678,702.300518996431,7.10632045523425,1397.49471753763,0.581209714633985,-2.76840024031408,3.93081966958205,1.76821251330848,111.753864437207,1.3673174561361,3.92474264999497,4.39636698402042,93.8872567206599,47.0065949788411,172.812913184909,0.832653459367789,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"33,""Taforalt_s8-grey"",-13058,-12704.5,""Taforalt"",""s8-grey"",""Maroc"",34.810556,-2.408333,768,6,4,0.995324049458091,3,0.00467595054175138,21.5438193084334,12.8989965311572,30.1886420857096,2749.19651142453,2202.82985839833,3295.56316445073,32.9053498650118,26.2205102319882,39.5901894980354,12.6531700491106,-6.5349673496799,31.8413074479012,20.2521798159046,-1.24173743367562,41.7460970654849,426.97717721349,-32.0393093716499,885.99366379863,537.053342402132,307.237254179263,766.869430625001,38.8279977519724,-806.057442693795,883.713438197739,11.2862857937477,7.21542805637532,15.3571435311201,3.00264988974243,189.772284838552,2.32187906035575,6.66471252554634,7.46559066881414,159.43251103513,79.8231808496203,293.458320657302,1.41395154663074,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"34,""Volosovo_NA"",-12842.5,-12057,""Volosovo"",NA,""belarus"",55.02,30.334,185,2,9,0.995625858935198,8,0.00437414106480087,-13.4555108984882,-20.408468491582,-6.50255330539448,143.336368204691,-296.101693933199,582.774430342581,10.562533380363,5.18597359625485,15.9390931644711,-36.5015664734656,-51.9344225378999,-21.0687104090312,47.0640998538311,29.7767246240423,64.3514750836198,-894.91282711862,-1264.09589170921,-525.729762528029,-377.609371166907,-562.448500527031,-192.770241806783,79.8373276306374,-599.696861766901,759.371517028176,0.689383102605859,-2.58477322710735,3.96353943231906,1.60518228978131,101.450093051078,1.24124999035996,3.56287909191051,3.99101938766663,85.2307969714402,42.672559545333,156.879461943688,0.755882325479927,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
"35,""Gully_cave_YD"",NA,NA,""Gully_cave"",""YD"",""UK"",51.27,-2.67,285,7,8,0.993572775111905,6,0.00642703287878813,-1.77697840238307,-8.74485658914104,5.19089978437491,702.857410207071,262.47634263905,1143.23847777509,14.7673995144569,9.37930198360197,20.1554970453118,-17.2308683981287,-32.6968423654601,-1.76489443079722,31.9982679125874,14.6737951026867,49.322740722488,-351.846129261103,-721.82143663769,18.1291781154848,-150.549249031112,-335.785031111392,34.6865330491688,355.117244221794,-325.875181240786,1036.10966968437,-0.260072054001625,-3.54125450972448,3.02111040172123,1.62089267396134,102.443014507462,1.25339846367427,3.59775002194582,4.03008065083239,86.0649754774673,43.0902082501997,158.414886694373,0.763280364820243,38,38,38,38,38,38,38,38,38,3.03640852152126,191.905884465861,2.34798382218673,6.73964353126576,7.54952590457405,161.225002211672,80.7206285936691,296.757656828112,1.42984852808664"
